Species,Latitude,Longitude
pc2_background_rep_1,22.3542038913223,-83.345590449054
pc2_background_rep_1,21.9625372246557,-79.670590449054
pc2_background_rep_1,21.895870557989,-79.1539237823874
pc2_background_rep_1,22.3375372246557,-83.5872571157207
pc2_background_rep_1,20.4292038913223,-76.0372571157207
pc2_background_rep_1,22.2542038913223,-83.5789237823873
pc2_background_rep_1,21.795870557989,-78.3289237823874
pc2_background_rep_1,22.2625372246557,-80.2039237823874
pc2_background_rep_1,22.6292038913223,-81.2789237823874
pc2_background_rep_1,20.0875372246557,-76.920590449054
pc2_background_rep_2,21.995870557989,-79.795590449054
pc2_background_rep_2,20.4125372246557,-76.0289237823874
pc2_background_rep_2,22.8125372246557,-79.8622571157207
pc2_background_rep_2,21.320870557989,-78.2039237823874
pc2_background_rep_2,20.170870557989,-77.0789237823874
pc2_background_rep_2,22.6292038913223,-83.745590449054
pc2_background_rep_2,20.270870557989,-77.0622571157207
pc2_background_rep_2,22.895870557989,-83.3039237823874
pc2_background_rep_2,20.0625372246557,-75.845590449054
pc2_background_rep_2,22.3125372246557,-83.4789237823874
pc2_background_rep_3,22.5875372246557,-81.220590449054
pc2_background_rep_3,23.0375372246557,-80.595590449054
pc2_background_rep_3,22.1875372246557,-78.7289237823874
pc2_background_rep_3,22.3625372246557,-83.345590449054
pc2_background_rep_3,22.8625372246557,-80.870590449054
pc2_background_rep_3,23.1292038913223,-81.970590449054
pc2_background_rep_3,21.7042038913223,-78.3039237823874
pc2_background_rep_3,22.1042038913223,-80.2872571157207
pc2_background_rep_3,20.2792038913223,-76.7289237823874
pc2_background_rep_3,22.795870557989,-81.8539237823874
pc2_background_rep_4,22.495870557989,-83.6039237823874
pc2_background_rep_4,22.4125372246557,-80.2622571157207
pc2_background_rep_4,21.7042038913223,-82.8539237823874
pc2_background_rep_4,22.0625372246557,-80.0122571157207
pc2_background_rep_4,22.720870557989,-80.3289237823874
pc2_background_rep_4,22.7792038913223,-80.470590449054
pc2_background_rep_4,21.1792038913223,-78.3789237823874
pc2_background_rep_4,21.145870557989,-78.1789237823874
pc2_background_rep_4,19.995870557989,-76.920590449054
pc2_background_rep_4,21.6292038913223,-77.3039237823874
pc2_background_rep_5,21.5625372246557,-77.4622571157207
pc2_background_rep_5,21.445870557989,-77.3789237823874
pc2_background_rep_5,22.370870557989,-79.345590449054
pc2_background_rep_5,22.6875372246557,-83.9539237823873
pc2_background_rep_5,22.970870557989,-81.445590449054
pc2_background_rep_5,22.4542038913223,-80.095590449054
pc2_background_rep_5,22.9292038913223,-81.4872571157207
pc2_background_rep_5,21.145870557989,-78.245590449054
pc2_background_rep_5,19.9042038913223,-75.4872571157207
pc2_background_rep_5,20.9542038913223,-75.9289237823874
pc2_background_rep_6,21.1292038913223,-76.7622571157207
pc2_background_rep_6,22.545870557989,-81.5539237823874
pc2_background_rep_6,22.170870557989,-79.3539237823874
pc2_background_rep_6,23.0042038913223,-83.045590449054
pc2_background_rep_6,22.0125372246557,-79.645590449054
pc2_background_rep_6,20.7542038913223,-77.345590449054
pc2_background_rep_6,20.895870557989,-76.9872571157207
pc2_background_rep_6,20.520870557989,-76.8622571157207
pc2_background_rep_6,20.8542038913223,-78.995590449054
pc2_background_rep_6,22.195870557989,-80.145590449054
pc2_background_rep_7,20.9625372246557,-77.820590449054
pc2_background_rep_7,22.4292038913223,-79.9372571157207
pc2_background_rep_7,22.2125372246557,-80.2122571157207
pc2_background_rep_7,20.0125372246557,-77.2039237823874
pc2_background_rep_7,22.7792038913223,-83.4122571157207
pc2_background_rep_7,20.1875372246557,-75.2622571157207
pc2_background_rep_7,21.595870557989,-77.4039237823874
pc2_background_rep_7,22.5375372246557,-79.7539237823874
pc2_background_rep_7,20.9042038913223,-77.045590449054
pc2_background_rep_7,22.2292038913223,-84.0289237823874
pc2_background_rep_8,22.2125372246557,-80.9122571157207
pc2_background_rep_8,21.8125372246557,-78.0122571157207
pc2_background_rep_8,22.4042038913223,-79.5039237823874
pc2_background_rep_8,20.895870557989,-76.6622571157207
pc2_background_rep_8,21.845870557989,-78.545590449054
pc2_background_rep_8,20.945870557989,-77.620590449054
pc2_background_rep_8,22.6292038913223,-79.8622571157207
pc2_background_rep_8,22.4875372246557,-81.5289237823874
pc2_background_rep_8,22.420870557989,-79.7622571157207
pc2_background_rep_8,22.795870557989,-82.6872571157207
pc2_background_rep_9,20.195870557989,-75.9872571157207
pc2_background_rep_9,22.695870557989,-80.1539237823874
pc2_background_rep_9,21.1792038913223,-77.345590449054
pc2_background_rep_9,22.895870557989,-83.245590449054
pc2_background_rep_9,20.120870557989,-76.5622571157207
pc2_background_rep_9,21.295870557989,-76.9872571157207
pc2_background_rep_9,20.5292038913223,-76.620590449054
pc2_background_rep_9,23.1792038913223,-80.5789237823874
pc2_background_rep_9,22.5792038913223,-80.4872571157207
pc2_background_rep_9,21.9542038913223,-79.7622571157207
pc2_background_rep_10,22.320870557989,-78.9872571157207
pc2_background_rep_10,21.4625372246557,-78.520590449054
pc2_background_rep_10,22.695870557989,-82.845590449054
pc2_background_rep_10,22.3375372246557,-83.4789237823874
pc2_background_rep_10,22.195870557989,-81.2622571157207
pc2_background_rep_10,20.120870557989,-75.5372571157207
pc2_background_rep_10,20.4625372246557,-76.495590449054
pc2_background_rep_10,22.545870557989,-81.6289237823874
pc2_background_rep_10,22.2375372246557,-80.145590449054
pc2_background_rep_10,22.4625372246557,-80.4872571157207
